candidateId,nameNp,name,partyName,partyId,votes,gender,isWinner,fatherName,qualification,institution,address,spouseName,experience,code,CandidateID,AGE_YR
340153,तेज कुमार कुरुम्वाङ्ग,Tej Kumar Kurumbang,राष्ट्रिय प्रजातन्त्र पार्टी,2604,925,M,False,Hari Prasad Kurumbang,आई .कम,पाँचथर क्याम्पस,Panchthar,Sunita Kurumbang,,1-पाँचथर-1,340153,62
341366,मचिन्द्र प्रसाद बेघा,Machindra Prasad Begha,"जनता समाजवादी पार्टी, नेपाल",2542,247,M,False,Harka Prasad Begha,साक्षर,,Panchthar,Man Rani Limbuni,,1-पाँचथर-1,341366,69
342252,भानु भक्त फियाक,Bhanu Bhakta Phiak,संघीय लोकतान्त्रिक राष्ट्रिय मञ्च,2550,180,M,False,राम जीतहाङ फियाक,बि.ए,दमक बहुमुखी क्याम्पस,पाँचथर मिक्लाजुङ गाउँपालिका मुल गाउँ,चन्द्र कला फियाक,समाज सेवा,1-पाँचथर-1,342252,50
339540,राम कुमार तुम्रोक,Ram Kumar Tumrok,मंगोल नेशनल अर्गनाइजेसन,2511,162,M,False,Birkha Bahadur Tumrok,सामान्य,श्री सिद्ध कालीका मा.वि,Panchthar,Dilu Rai,कृषि,1-पाँचथर-1,339540,47
342095,मित्र लिङदेन,Mitra Lingden,राष्ट्रिय मुक्ति पार्टी नेपाल(एकल चुनाव चिन्ह),2531,143,M,False,Sher Bahadur Lingden,बि.ए,पाँचथर बहुमुखी क्याम्पस,Panchthar,,फिल्म लेखन,1-पाँचथर-1,342095,52
341621,प्रकाश काफ्ले,Prakash Kafle,प्रगतिशील लोकतान्त्रिक पार्टी,2516,115,M,False,Chandra Prasad Kafle,12+,पृथ्वी उच्च मा.वि,Panchthar,Puja Kafle,,1-पाँचथर-1,341621,38
341790,विजय नेम्वाङ,Vijay Nembang,नेपाल कम्युनिस्ट पार्टी (माओवादी),2526,90,M,False,राम ध्वोज नेम्वाङ,साक्षर,कृष्ण मा.वि,पाँचथर फाल्गुनन्द गाउँपालिका वारडाँडा,इन्द्र कुमारी लावती,श्री तिनचुले जरिबुट्टी सहकारी राजनितिक क्षेत्रमा लामो समयदेखि योगदान,1-पाँचथर-1,341790,43
341025,नरेन्द्र प्रसाद कुरुम्‍वाङ,Narendra Prasada Kurum‍vang,नेपाल जनमुक्ति पार्टी,2529,61,M,False,रत्न बहादुर कुरुम्‍वाङ,SLC,,पाँचथर मिक्लाजुङ गाउँपालिका हात्तीमारा,पुरन माया कुरुम्‍वाङ,,1-पाँचथर-1,341025,68
340696,लक्षुमान तामाङ,Laksuman Tamang,नेपाल मजदुर किसान पार्टी,2578,32,M,False,गान्दे   तामाङ,SLC,श्री जलसी मा.वि,पाँचथर फाल्गुनन्द गाउँपालिका ,पुर्णी माया तामाङ,,1-पाँचथर-1,340696,40
340081,निश्कल राई,Nishkala Raee,नेपाली काँग्रेस,2583,14543,M,True,तेज बहादुर राई,,,इलाम सूर्योदय नगरपालिका केँची गाउ,,,1-इलाम-1,340081,35
339759,विनोद नेम्बाङ्ग लिम्बु,Vinoda Nembangga Limbu,श्रम संस्कृति पार्टी,2501,13632,M,False,भिम बहादुर लिम्बु,,,इलाम माई नगरपालिका ,,,1-इलाम-1,339759,37
339884,काजी मान कागते,Kaji Mana Kagate,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),2598,11966,M,False,मन बहादुर कागते,,,इलाम सूर्योदय नगरपालिका डबु गाउँ,दुर्गा  कागते,,1-इलाम-1,339884,64
340213,विमल गदाल,Vimala Gadal,राष्ट्रिय स्वतन्त्र पार्टी,2528,9160,M,False,दुर्गा बहादुर गदाल,,,ललितपुर महालक्ष्मी नगरपालिका कोडाकुचोक,सीता  रिसाल गदाल,,1-इलाम-1,340213,54
340630,रन बहादुर राई,Rana Bahadura Raee,नेपाली कम्युनिष्ट पार्टी,2557,7665,M,False,एत सिह राई,,,इलाम सूर्योदय नगरपालिका ,शुशीला  राई,,1-इलाम-1,340630,54
339552,बुद्ध लाल मेचे,Buddha Lala Meche,मंगोल नेशनल अर्गनाइजेसन,2511,801,M,False,सतालु  मेचे,,,झापा मेचीनगर नगरपालिका वडाखाल,छिन्ता  मेचे,,1-इलाम-1,339552,55
339362,ज्वाला  नेपाल ,Jvala Nepala,राष्ट्रिय प्रजातन्त्र पार्टी,2604,577,F,False,तारा  कुमार  नेपाल ,,,काठमाडौं कागेश्वरी मनोहरा नगरपालिका ,,,1-इलाम-1,339362,35
339675,हरि बहादुर गुरुङ,Hari Bahadura Gurung,उज्यालो नेपाल पार्टी,2566,481,M,False,बोध वीर गुरुङ,,,इलाम सन्दकपुर गाउँपालिका फेमगुरु,खेम कुमारी गुरुण,,1-इलाम-1,339675,45
341364,लिला बहादुर सुनुवार,Lila Bahadura Sunuvar,जनता समाजवादी पार्टी(एकल चुनाव चिन्ह),2531,296,M,False,नर बहादुर सुनुवार,,,इलाम सूर्योदय नगरपालिका सुदुङ्ग,सन्त माया सुनुवार,,1-इलाम-1,341364,58
341045,नारदमणी साङपाङ्ग,Naradamani Sangapangg,नेपाल कम्युनिस्ट पार्टी (माओवादी),2526,165,M,False,चन्द्र नारायण साङपाङ्ग,,,इलाम इलाम नगरपालिका ,-  ,,1-इलाम-1,341045,64
339474,तुल्सी केशरी प्रजापति (छुंजु),Tulsi Keshari Prajapati (chhunju),नेपाल मजदुर किसान पार्टी,2578,44,F,False,तुल्सी भक्त छुंजु,,,भक्तपुर भक्तपुर नगरपालिका गछें,राम कृष्ण प्रजापति,,1-इलाम-1,339474,51
342168,राम प्रसाद लिम्बू,Rama Prasada Limbu,संघीय लोकतान्त्रिक राष्ट्रिय मञ्च,2550,39,M,False,जंग विर लिम्बू,,,इलाम फाकफोकथुम गाउँपालिका ठिंगेपुर,मन माया चेम्जोङ्ग,,1-इलाम-1,342168,63
340811,डम्बर सिंह लिम्बु,Dambara Sinha Limbu,नेपाल जनमुक्ति पार्टी,2529,22,M,False,धन वीर लिम्बु,,,इलाम सन्दकपुर गाउँपालिका हाङवादेन,विविन्द्रा  लिम्बु,,1-इलाम-1,340811,68
339922,सुहाङ नेम्बाङ,Suhanga Nembang,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),2598,22426,M,True,सुवासचन्द्र  नेम्बाङ्ग,,,इलाम इलाम नगरपालिका ,,,1-इलाम-2,339922,36
340271,भेषराज आचार्य,Bhesharaja Aachary,नेपाली काँग्रेस,2583,14650,M,False,कपिलमणि  आचार्य,,,इलाम इलाम नगरपालिका डिहिटार,मञ्जु  आचार्य,,1-इलाम-2,340271,61
339867,सुदिप राई,Sudipa Raee,श्रम संस्कृति पार्टी,2501,14400,M,False,मोहन सिहं राई,,,इलाम देउमाई नगरपालिका सुर्के,,,1-इलाम-2,339867,37
341350,गोकुल बहादुर राई,Gokula Bahadura Raee,राष्ट्रिय स्वतन्त्र पार्टी,2528,7814,M,False,थर्क बहादुर राई,,,इलाम देउमाई नगरपालिका ,,,1-इलाम-2,341350,32
340605,ओम बहादुर गुरुङ्ग,Oma Bahadura Gurungg,नेपाली कम्युनिष्ट पार्टी,2557,1172,M,False,सन्त बहादुर गुरुङ्ग,,,इलाम फाकफोकथुम गाउँपालिका मेतालुङ्ग,,,1-इलाम-2,340605,47
341060,पवित्रा लिम्बु तुम्वाङफे,Pavitra Limbu Tumvangaphe,राष्ट्रिय जनमुक्ति पार्टी,2605,851,F,False,गणेश बहादुर तुम्वाङफे,,,इलाम माङसेबुङ गाउँपालिका तेङगोबुङ,लाख बहादुर लाबुङ,,1-इलाम-2,341060,51
339849,दिवस राई,Divasa Raee,राष्ट्रिय परिवर्तन पार्टी,2568,751,M,False,नारायण  राई,,,इलाम माङसेबुङ गाउँपालिका ,,,1-इलाम-2,339849,37
339583,श्याम बहादुर लिम्वु,Shyama Bahadura Limvu,मंगोल नेशनल अर्गनाइजेसन,2511,704,M,False,याम बहादुर लिम्वु,,,झापा मेचीनगर नगरपालिका हात्तीसुडे,,,1-इलाम-2,339583,39
339478,गणेश प्रसाद दुलाल,Ganesha Prasada Dulal,राष्ट्रिय प्रजातन्त्र पार्टी,2604,352,M,False,पदम लाल दुलाल,,,इलाम देउमाई नगरपालिका ,गंगा  दुलाल,,1-इलाम-2,339478,64
341301,सादर सिं लिङदेन (लिम्बु),Sadara Sin Lingadena (limbu),संघीय लोकतान्त्रिक राष्ट्रिय मञ्च,2550,254,M,False,जस बहादुर लिङदेन (लिम्बु),,,इलाम माई नगरपालिका ,ललिता  लिङदेन (लिम्बु),,1-इलाम-2,341301,49
340147,बल बहादुर आङदेम्बे,Bala Bahadura Aangadembe,जनता समाजवादी पार्टी(एकल चुनाव चिन्ह),2531,165,M,False,खड्‍ग बहादुर आङदेम्बे,,,इलाम माई नगरपालिका ,सन्च माया आङदेम्बे,,1-इलाम-2,340147,64
340003,होम प्रसाद खतिवडा,Homa Prasada Khativada,नेपाल कम्युनिस्ट पार्टी (माओवादी),2526,153,M,False,शिव लाल खतिवडा,,,इलाम देउमाई नगरपालिका मझुवा,मञ्जु कला खतिवडा,,1-इलाम-2,340003,68
339431,याम वहादुर लिम्बु,Yama Vahadura Limbu,नेपाल जनमुक्ति पार्टी,2529,60,M,False,कर्ण वहादुर लिम्बु,,,इलाम माई नगरपालिका फुल वारी,सुक माया लिम्बु,,1-इलाम-2,339431,49
340889,डाक प्रसाद गौतम,Daka Prasada Gautam,स्वतन्त्र,IND,29,M,False,मधुसुदन  गौतम,,,इलाम इलाम नगरपालिका कुलधारा,हिमकला  शर्मा,,1-इलाम-2,340889,58
339485,निशा डाँगी,Nisha Dangi,राष्ट्रिय स्वतन्त्र पार्टी,2528,45680,F,True,Bhim Bahadur Dangi,स्नातकोत्तर,TU,Jhapa,,"पूर्व पत्रकार
पूर्व प्रतिनिधि सभा संसद",1-झापा-1,339485,29
340934,केशव राज पाण्डे,Keshav Raj Pandey,नेपाली काँग्रेस,2583,10550,M,False,सत्यनारायण  पाण्डे,स्नातक,TU,झापा मेचीनगर नगरपालिका सतिघट्टा,हिरा देवी वजगाई,"पार्टीमा (ने.का) विभिन्‍न तहमा बसी काम गरेको।
विभिन्‍न संघ संस्थाको नेतृत्व गरेको।",1-झापा-1,340934,54
339617,केवलराम राई,Kevalram Rai,श्रम संस्कृति पार्टी,2501,10004,M,False,बलविर  राई,slc,ज्ञानोदय शिक्षा निकेदन धुलाबारी झापा,झापा मेचीनगर नगरपालिका भानु,सुकुडोमा  तामाङ्ग (राई),"समाजसेवी
कृषि बंगुर पालन 10 बर्षे अनुभव
विभिन्न संस्थामा अध्‍यक्ष भई काम गरेको",1-झापा-1,339617,48
340001,रामचन्द्र उप्रेती,Ramchandra Upreti,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),2598,7659,M,False,Trilochan Upreti,कक्षा 12,काँकरभिट्टा मा.वि. झापा,Jhapa,Laxmi Upreti,अध्‍यक्ष नेपाल बहुउद्देश्‍यीय सहकारी संस्था लि. झापा,1-झापा-1,340001,67
339749,हेमराज कार्की,Hemraj Karki,राष्ट्रिय प्रजातन्त्र पार्टी,2604,1612,M,False,Dil Bahadur Karki,स्नातकोत्तर,TU,Jhapa,Saraswati Karki,"प्राध्‍यापक त्रि.वि
परराष्ट्र ममिला अध्‍ययन प्रतिष्ठान, उपनिर्देशक (2072-73)",1-झापा-1,339749,60
339463,सन्तोष तामाङ्ग,Santosh Tamang,मंगोल नेशनल अर्गनाइजेसन,2511,971,M,False,Durga Bahadur Tamang,स्नातक,"मेची बहुमुखी क्याम्पस, भद्रपुर झापा",Jhapa,,"स्वास्थ्‍य कर्मी, औषधी व्यवसायी",1-झापा-1,339463,42
340297,अशेष घिमिरे,Ashesh Ghimire,नेपाली कम्युनिष्ट पार्टी,2557,922,M,False,Bhaskar Ghimire,स्नातकोत्तर,TU,Jhapa,,"संगठन
इन्जिनियरिङ",1-झापा-1,340297,40
340402,नरेश कुमार लावती,Naresh Kumar Lawati,उज्यालो नेपाल पार्टी,2566,485,M,False,जित बहादुर लावती,SLC ,श्री जन विकास मा.वि. विराटनगर मोरङ,झापा मेचीनगर नगरपालिका माङहिम,साधना  लिम्बु लावती,"सामाजिक क्रियाकलापमा लामो समय काम गरेको।
खेलकुद विभाग तर्फ धेरै योगदान",1-झापा-1,340402,46
341655,ओलीन राजवंशी,Olin Rajbanshi,नेपाल सद्भावना पार्टी,2555,109,M,False,सुरेस  राजवंशी,,,झापा मेचीनगर नगरपालिका चौधरीवाडी,सुमित्रा  राजवंशी,,1-झापा-1,341655,60
340653,मान बहादुर साँवा(लिम्बु),Man Bahadur Sawa (Limbu),संघीय लोकतान्त्रिक राष्ट्रिय मञ्च,2550,99,M,False,राम बहादुर साँवा(लिम्बु),कक्षा 10 पास,,झापा बुद्धशान्ति गाउँपालिका गुराँसबस्ती,देशिमाया  लिम्बु,"नवज्योति वन उपभोक्ता समुह शान्तिनगर 4-2 अध्यक्ष 
गणेश मा.वि.बुद्धशान्ति-4  व्यवस्थापन समिति अध्यक्ष 
बर्ने स्किम खानेपानी बुद्धशान्ति -4 सल्लाहकार",1-झापा-1,340653,53
339865,दुर्गा प्रसाद साँवा लिम्वु,Durga Prasad Sawa Limbu,स्वतन्त्र,IND,84,M,False,अम्वर बहादुर लिम्वु,+ 2,श्री सरस्वती मा.वि. हाङपाङ ताप्लेजुङ,पाँचथर हिलिहाङ गाउँपालिका अमरपुर,लिला माया हेम्व्या,...,1-झापा-1,339865,40
341776,रमा मेचे,Rama Meche,"जनता समाजवादी पार्टी, नेपाल",2542,43,F,False,Balin Rajbanshi,साधारण,श्री शहिद दशरथचन्द्र मा.वि. चारआली झँपा,Jhapa,Budhalal Meche,,1-झापा-1,341776,57
340123,गणेश कुमार खरेल,Ganesh Kumar Kharel,स्वतन्त्र,IND,33,M,False,Punya Prasad Kharel,SLC पास,काँकरभिट्टा मा.वि.,Jhapa,Jayanti Kharel,"देवकोटा पार्क व्यवस्थापन समिति अध्‍यक्ष - 6 बर्ष
श्री सुरेन्द्रगरन/घैलाडुब्‍बा मन्दिर संरक्षण समिति अध्‍यक्ष - 2 बर्ष
मेचीनगर -8 मेलमिलापकर्ता
पूर्व विद्यार्थी समाज काँकरभिट्टा मा.वि. सचिव- वर्तमान",1-झापा-1,340123,48
340077,हिरण्य प्रसाद भट्टराई,Hiranya Prasad Bhattarai,नेपाल मजदुर किसान पार्टी,2578,23,M,False,Ramakanta Upadhyaya Bhattarai,SLC (पूर्व मध्‍यमा),"नेपाली संस्कृत विद्यालय बनारस, भारत",Sarlahi,,"कृषि,
प्राथमिक विद्यालयमा संस्थापक अध्‍यक्ष भई काम गरेको। ",1-झापा-1,340077,83
340268,खान्द्रु करुवा,Khandru Karuwa,नेपाल जनमुक्ति पार्टी,2529,17,M,False,Labu Kuruwa,साधारण,,Jhapa,Theri Kuruwa,मजदुर नेतृत्‍व,1-झापा-1,340268,61
339380,इन्दिरा राना मगर,Indira Rana Magar,राष्ट्रिय स्वतन्त्र पार्टी,2528,60110,F,True,Pratap Singh Ranamagar,आई कम ,त्रिभुवन युनिभरसिटि,Jhapa,,"बालबालिका तथा महिला शसक्तिकरण कार्यमा बन्दि सहायता नेपाल मार्फत ३औ वर्ष काम गरेको
१ कार्यकाल प्रतिनिधि उपसभामुख जिम्मेवारी बहन गरेको",1-झापा-2,339380,55
339775,देव राज घिमिरे,Dev Raj Ghimire,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),2598,11368,M,False,Padam Prasad Ghimire,प्रविणता प्रमाण पत्र,त्रिभुवन विश्वविध्यालय,Taplejung,Tika Devi Ghimire,"2031 सालबाट नेपाल कम्युनिष्ट पार्टिमा संलग्न भई काम गरेको
 राष्ट्रसभा सदस्य (2054-60) 
2079/08/04 मा प्रतिनिधि सभा सदस्य निर्वाचनमा झापा २ बाट निर्वाचित
2079/10/05 मा प्रतिनिधि सभाको सभामुखमा निर्वाचित",1-झापा-2,339775,69
339545,केशव कुमार भण्डारी,Keshav Kumar Bhandari,श्रम संस्कृति पार्टी,2501,7291,M,False,Tulsi Prasad Bhandari,स्नातक तह,मेची क्याम्पस भद्रपुर,Jhapa,,"कम्प्यूटर टेक्निसियन
ड्राइभिङ्ग",1-झापा-2,339545,40
340352,सरिता प्रसाई,Sarita Prasai,नेपाली काँग्रेस,2583,5616,F,False,Birendra Prasad Prasai,वि ए,मेची बहुमुखी क्याम्पस भद्रपुर झापा,Jhapa,,"नेपाली विद्यार्थि संघ तरुण दलको केन्द्रिय सदस्य
नेपाली काङ्गेसको केन्द्रिय सदस्य
संविधान सभा सदस्य, राष्ट्र सभा सदस्य
प्रतिनिधि सभा सदस्य",1-झापा-2,340352,58
339568,भद्र प्रसाद नेपाल,Bhadra Prasad Nepal,राष्ट्रिय प्रजातन्त्र पार्टी,2604,3966,M,False,Lila Dhar Nepal,एम ए एमसीजे विद्यावारिधिरत,त्रि वि / पूर्वाञ्चल विश्वविद्यालय/ लुम्बिनि अन्तराष्ट्रिय विश्वविद्यालय,Jhapa,Radhika Chamlagain,"पत्रकारिता
वकालत
शिक्षण/ प्रध्यापन
",1-झापा-2,339568,50
340124,धर्माशिला चापागाई,Dharmashila Chapagai,नेपाली कम्युनिष्ट पार्टी,2557,1115,F,False,डिल्ली प्रसाद चापागाई,स्नातक तह,त्रिभुवन विश्वविद्यालय,झापा अर्जुनधारा नगरपालिका सिस्ने,शंखर  घिमिरे,"2048 सालदेखि 2051 साल सम्म मजदुरहरुको हितमा काम गरेको। 
गाँउमा रहेर स्वास्थ्यको लागि खेल भन्दै जुडो खेलको प्रशिक्षण दिएको
संविधान सभा सदस्य भई संघिय लोकतान्त्रिक अभ्यास गर्दै संविधान निर्माण गरेको
 स्वास्थ्य राज्य मन्त्रि भई स्वास्थ्यमा नितिगत परिवर्तन गरी काम गरेबो",1-झापा-2,340124,53
340596,चुडा कर्ण बेघा,Chuda Karn Begha,उज्यालो नेपाल पार्टी,2566,560,M,False,सहर  ध्वज बेघा,वि ए,इन्डोर विश्वविद्यालय भारत,झापा विर्तामोड नगरपालिका ,रमला  बेघा,,1-झापा-2,340596,50
341141,रमेश कुमार राजवंशी,Ramesh Kumar Rajbanshi,जनमत पार्टी,2585,380,M,False,शंखलाल  राजवंशी,+2,घैलाडुब्बा आदर्श विद्या मन्दिर मा वि ,झापा कन्काई नगरपालिका नयाँदेउनियावारी,चन्द्रमाया  राजवंशी,,1-झापा-2,341141,41
339645,युवराज संग्रौला,Yuvraj Sangroula,स्वतन्त्र,IND,305,M,False,कृष्ण प्रसाद संग्रौला,विद्यावारिधी देल्लि विश्वविद्यालय 2007,देल्हि विश्वविद्यालय कानुन संकाय,भक्तपुर सूर्यविनायक नगरपालिका पानी ट्‍याङकी,गीता  पाठक (संग्रौला),"2043-2046 साल सम्म त्रि वि पृथ्वीनारायण क्याम्पस पोखरा र त्यसपछि 2057 साल सम्म त्री वी कानुन संकाय काठमाण्डौ उपप्रध्यापक, काठमाण्डौ स्कुल अफ ल मा 2059 देखि 2082/04/01 सम्म 2068 साल नेपाल साज्यको महान्यायधिवक्ता आठ महिना विभीन्न निकायमा परामर्शदाता तथा समिति सदस्य",1-झापा-2,339645,66
339400,अकल बहादुर तामाङ्ग,Akal Bahadur Tamang,मंगोल नेशनल अर्गनाइजेसन,2511,148,M,False,Man Bahadur Tamang,माध्यामिक तह,,Jhapa,Premkala Tamang,,1-झापा-2,339400,55
340434,तिल बहादुर राई,Til Bahadur Rai,जनता समाजवादी पार्टी(एकल चुनाव चिन्ह),2531,99,M,False,Jagat Bahadur Rai,+ 2,मनकामना हायर सेकेन्डरी स्कुल,Jhapa,,"संविधान सभा निर्वाचन 2070 समानुपातिक उम्मेदवार
स्थानिय निर्वाचन उम्मेदवार
प्रदेश सभा निर्वाचन",1-झापा-2,340434,38
340650,अर्जुन कुमार पाण्डे,Arjun Kumar Pandey,नेपाल कम्युनिस्ट पार्टी (माओवादी),2526,98,M,False,टिका राम पाण्डे,बि ए ,मेची बहुमुखी क्याम्पस भद्रपुर झापा,झापा बुद्धशान्ति गाउँपालिका जयपुर,धन कुमारी पाण्डे,"सभापति स्ववियू मेची बहुमुखी क्याम्पस भद्रपुर
उपाध्यक्ष साविक बुधबारे गा वि स",1-झापा-2,340650,56
340575,श्रीप्रसाद सिटौला,Shree Prasad Sitaula,नेपाल कम्युनिष्ट पार्टी (संयुक्त),2601,64,M,False,पुन्य प्रसाद सिटौला,कक्षा १२,सरकारी विद्यालय,झापा विर्तामोड नगरपालिका ,उमा देवी न्यौपाने,समाज सेवा वि सं 2050 साल देखि,1-झापा-2,340575,48
341479,मान बहादुर पुलामी मगर,Man Bahadur Pulami Magar,नेपाल जनमुक्ति पार्टी,2529,61,M,False,Prem Bahadur Pulami Magar,साक्षर,,Jhapa,Pavimaya Pulami Magar,,1-झापा-2,341479,75
340208,अमृता लावती,Amrita Lawati,संघीय लोकतान्त्रिक राष्ट्रिय मञ्च,2550,60,F,False,विर विक्रम  थाम्सुहाङ्ग,साधारण,,झापा विर्तामोड नगरपालिका ,लोक बहादुर लावती,,1-झापा-2,340208,53
340299,पुण्य  प्रसाद अार्चाय,Punya Prasad Acharya,स्वतन्त्र,IND,56,M,False,Shiv Prasad Dhimire,साक्षर,,Taplejung,Dhan Maya Dhimire,सामाजिक संघ संस्थामा काम गरेको अनुभव,1-झापा-2,340299,56
