,candidate_id,candidate,party,party_id,votes,gender,is_winner,father,qualification,institution,address,spouse,experience,province,district,constituency,votes_cast,total_voters,education_category,latitude,longitude
10,340363,Surya Gurung,"Janata Samajbadi Party, Nepal",2542.0,55,M,False,San Man Gurung,एम.ए.,BHM,Taplejung,,,Koshi,Taplejung,Taplejung-1,42897,90308,Master's Degree,27.35,87.6667
11,339312,Sant Bahadur Limbu,Mongol National Organization,2511.0,50,M,False,फौद मान लिम्बु,कक्षा १०,,Taplejung Fungling Municipality,लक्ष्मी  लिम्बु,,Koshi,Taplejung,Taplejung-1,42897,90308,Secondary Education (Grade 9-10 / SLC / SEE),27.35,87.6667
12,339488,Indra Kumar Limbu,Nepal Janamukti Party,2529.0,46,M,False,Suk Raj Limbu,साक्षर,,Taplejung,Man Maya Limbu,,Koshi,Taplejung,Taplejung-1,42897,90308,Literate / Non-Formal,27.35,87.6667
13,340563,Narendra Kumar Kerung,Nepali Congress,2583.0,17233,M,True,Dev Man Kerung,स्नात्तकोतर व्यवस्थापन,त्रि.वी क्रितिपुर,Panchthar,Mina Kumari Rijal (Kerung),नेपाली काग्रेस केन्द्रिय सदस्य २०८२ नेपाली कांग्रेस पाँचथर सभापति २०६७-७८ प्रदेश सभा सदस्य उमेद्वार पाँचथर २०७४ संविधान सभा सदस्य उमेद्वार २०७० प्रजान्त्र वादी प्रध्यापक संघको केन्द्रीय सदस्य।,Koshi,Panchthar,Panchthar-1,66921,143358,Master's Degree,27.2167,87.8
14,339925,Hasta Raj Sherma,Shram Sanskriti Party,2501.0,14734,M,False,Nar Bahadur Sherma,SLC,श्री सिद्ध सरस्वती मा.वि,Panchthar,Chanda Numa Sherma,गायन तथा बाध्यवादन,Koshi,Panchthar,Panchthar-1,66921,143358,Secondary Education (Grade 9-10 / SLC / SEE),27.2167,87.8
15,340277,Aindra Sundar Nembang,Nepal Communist Party (Ekikrit Marxbadi Leninbadi),2598.0,14534,M,False,Khamananda Si Nembang,I.A,त्रि.वि,Panchthar,,राजनिति कृयाशिल २५ वर्ष बाट,Koshi,Panchthar,Panchthar-1,66921,143358,Higher Secondary / Intermediate (10+2 / PCL),27.2167,87.8
16,340425,Hark Bahadur Nembang,Nepali Communist Party,2557.0,11443,M,False,गंगा प्रसाद नेम्बाङ,आ.ए,महेन्द्र रत्न क्याम्पस इलाम,Panchthar Fidim Municipality,रमुना  नेम्बाङ,२०५७ साले देखि कम्युनिष्ट आनदोलनमा लागि विभागिय क्षेत्रीय उत्पीडनका बारेमा ग्रामीण बस्तीहरुमा प्रत्यक्ष अनुभव गरेको।,Koshi,Panchthar,Panchthar-1,66921,143358,Higher Secondary / Intermediate (10+2 / PCL),27.2167,87.8
17,340066,Mahendra Bikram Thamsuhang,Rastriya Swatantra Party,2528.0,4197,M,False,Aindra Bikram Thamsuhang,आ.ए,त्रि.वि.वि.,Panchthar,Nandakumari Chemjong,समाजिक अभियन्ता राजनितिक निखारता खेलकुद विभिन्न संघ सस्था,Koshi,Panchthar,Panchthar-1,66921,143358,Higher Secondary / Intermediate (10+2 / PCL),27.2167,87.8
18,340963,Tek Bahadur Subba,Rastriya Paribartan Party,2568.0,2825,M,False,Jit Bahadur Subba,+12,,Panchthar,,राजनिति समाजसेवा संघ सस्था,Koshi,Panchthar,Panchthar-1,66921,143358,Higher Secondary / Intermediate (10+2 / PCL),27.2167,87.8
19,340153,Tej Kumar Kurumbang,Rastriya Prajatantra Party,2604.0,925,M,False,Hari Prasad Kurumbang,आई .कम,पाँचथर क्याम्पस,Panchthar,Sunita Kurumbang,,Koshi,Panchthar,Panchthar-1,66921,143358,Higher Secondary / Intermediate (10+2 / PCL),27.2167,87.8
20,341366,Machindra Prasad Begha,"Janata Samajbadi Party, Nepal",2542.0,247,M,False,Harka Prasad Begha,साक्षर,,Panchthar,Man Rani Limbuni,,Koshi,Panchthar,Panchthar-1,66921,143358,Literate / Non-Formal,27.2167,87.8
21,342252,Bhanu Bhakta Phiak,Sanghiya Loktantrik Rastriya Manch,2550.0,180,M,False,राम जीतहाङ फियाक,बि.ए,दमक बहुमुखी क्याम्पस,Panchthar Miklajung rural municipality Mul village,चन्द्र कला फियाक,समाज सेवा,Koshi,Panchthar,Panchthar-1,66921,143358,Bachelor's Degree,27.2167,87.8
22,339540,Ram Kumar Tumrok,Mongol National Organization,2511.0,162,M,False,Birkha Bahadur Tumrok,सामान्य,श्री सिद्ध कालीका मा.वि,Panchthar,Dilu Rai,कृषि,Koshi,Panchthar,Panchthar-1,66921,143358,Literate / Non-Formal,27.2167,87.8
23,342095,Mitra Lingden,Rastriya Mukti Party Nepal (Ekal Chunab Chinha),2531.0,143,M,False,Sher Bahadur Lingden,बि.ए,पाँचथर बहुमुखी क्याम्पस,Panchthar,,फिल्म लेखन,Koshi,Panchthar,Panchthar-1,66921,143358,Bachelor's Degree,27.2167,87.8
24,341621,Prakash Kafle,Pragatishil Loktantrik Party,2516.0,115,M,False,Chandra Prasad Kafle,12+,पृथ्वी उच्च मा.वि,Panchthar,Puja Kafle,,Koshi,Panchthar,Panchthar-1,66921,143358,Higher Secondary / Intermediate (10+2 / PCL),27.2167,87.8
25,341790,Vijay Nembang,Nepal Communist Party (Maoist),2526.0,90,M,False,राम ध्वोज नेम्वाङ,साक्षर,कृष्ण मा.वि,Wardanda of Panchthar Falgunand Rural Municipality,इन्द्र कुमारी लावती,श्री तिनचुले जरिबुट्टी सहकारी राजनितिक क्षेत्रमा लामो समयदेखि योगदान,Koshi,Panchthar,Panchthar-1,66921,143358,Literate / Non-Formal,27.2167,87.8
26,341025,Narendra Prasada Kurum‍vang,Nepal Janamukti Party,2529.0,61,M,False,रत्न बहादुर कुरुम्‍वाङ,SLC,,Hattimara of Panchthar Miklajung Rural Municipality,पुरन माया कुरुम्‍वाङ,,Koshi,Panchthar,Panchthar-1,66921,143358,Secondary Education (Grade 9-10 / SLC / SEE),27.2167,87.8
27,340696,Laksuman Tamang,Nepal Majdur Kisan Party,2578.0,32,M,False,गान्दे   तामाङ,SLC,श्री जलसी मा.वि,Panchthar Falgunand Rural Municipality,पुर्णी माया तामाङ,,Koshi,Panchthar,Panchthar-1,66921,143358,Secondary Education (Grade 9-10 / SLC / SEE),27.2167,87.8
28,340081,Nishkala Raee,Nepali Congress,2583.0,14543,M,True,तेज बहादुर राई,,,Ilam Suryodaya Municipality Kenchi Village,,,Koshi,Ilam,Ilam-1,59391,112296,,26.9167,88.0
29,339759,Vinoda Nembangga Limbu,Shram Sanskriti Party,2501.0,13632,M,False,भिम बहादुर लिम्बु,,,Ilam Mai Municipality,,,Koshi,Ilam,Ilam-1,59391,112296,,26.9167,88.0
30,339884,Kaji Mana Kagate,Nepal Communist Party (Ekikrit Marxbadi Leninbadi),2598.0,11966,M,False,मन बहादुर कागते,,,Ilam Suryodaya Municipality Dabu Village,दुर्गा  कागते,,Koshi,Ilam,Ilam-1,59391,112296,,26.9167,88.0
31,340213,Vimala Gadal,Rastriya Swatantra Party,2528.0,9160,M,False,दुर्गा बहादुर गदाल,,,Lalitpur Mahalakshmi Municipality Kodakuchok,सीता  रिसाल गदाल,,Koshi,Ilam,Ilam-1,59391,112296,,26.9167,88.0
32,340630,Rana Bahadura Raee,Nepali Communist Party,2557.0,7665,M,False,एत सिह राई,,,Ilam Suryodaya Municipality,शुशीला  राई,,Koshi,Ilam,Ilam-1,59391,112296,,26.9167,88.0
33,339552,Buddha Lala Meche,Mongol National Organization,2511.0,801,M,False,सतालु  मेचे,,,Jhapa Mechinagar Municipality Ward Khal,छिन्ता  मेचे,,Koshi,Ilam,Ilam-1,59391,112296,,26.9167,88.0
34,339362,Jvala Nepala,Rastriya Prajatantra Party,2604.0,577,F,False,तारा  कुमार  नेपाल ,,,Kathmandu Kageshwari Manohara Municipality,,,Koshi,Ilam,Ilam-1,59391,112296,,26.9167,88.0
35,339675,Hari Bahadura Gurung,Ujyalo Nepal Party,2566.0,481,M,False,बोध वीर गुरुङ,,,Ilam Sandakpur Rural Municipality Fameguru,खेम कुमारी गुरुण,,Koshi,Ilam,Ilam-1,59391,112296,,26.9167,88.0
36,341364,Lila Bahadura Sunuvar,Janata Samajbadi Party (Ekal Chunab Chinha),2531.0,296,M,False,नर बहादुर सुनुवार,,,Ilam Suryodaya Municipality Sudung,सन्त माया सुनुवार,,Koshi,Ilam,Ilam-1,59391,112296,,26.9167,88.0
37,341045,Naradamani Sangapangg,Nepal Communist Party (Maoist),2526.0,165,M,False,चन्द्र नारायण साङपाङ्ग,,,Ilam Ilam Municipality,-  ,,Koshi,Ilam,Ilam-1,59391,112296,,26.9167,88.0
38,339474,Tulsi Keshari Prajapati (chhunju),Nepal Majdur Kisan Party,2578.0,44,F,False,तुल्सी भक्त छुंजु,,,Bhaktapur Bhaktapur municipality,राम कृष्ण प्रजापति,,Koshi,Ilam,Ilam-1,59391,112296,,26.9167,88.0
39,342168,Rama Prasada Limbu,Sanghiya Loktantrik Rastriya Manch,2550.0,39,M,False,जंग विर लिम्बू,,,Ilam Phakphokthum Rural Municipality Thingepur,मन माया चेम्जोङ्ग,,Koshi,Ilam,Ilam-1,59391,112296,,26.9167,88.0
40,340811,Dambara Sinha Limbu,Nepal Janamukti Party,2529.0,22,M,False,धन वीर लिम्बु,,,Ilam Sandakpur Rural Municipality Hangwaden,विविन्द्रा  लिम्बु,,Koshi,Ilam,Ilam-1,59391,112296,,26.9167,88.0
41,339922,Suhanga Nembang,Nepal Communist Party (Ekikrit Marxbadi Leninbadi),2598.0,22426,M,True,सुवासचन्द्र  नेम्बाङ्ग,,,Ilam Ilam Municipality,,,Koshi,Ilam,Ilam-2,63781,119475,,26.9,87.85
42,340271,Bhesharaja Aachary,Nepali Congress,2583.0,14650,M,False,कपिलमणि  आचार्य,,,Ilam Ilam Municipality Dihitar,मञ्जु  आचार्य,,Koshi,Ilam,Ilam-2,63781,119475,,26.9,87.85
43,339867,Sudipa Raee,Shram Sanskriti Party,2501.0,14400,M,False,मोहन सिहं राई,,,Ilam Deumai Municipality Surke,,,Koshi,Ilam,Ilam-2,63781,119475,,26.9,87.85
44,341350,Gokula Bahadura Raee,Rastriya Swatantra Party,2528.0,7814,M,False,थर्क बहादुर राई,,,Ilam Deumai Municipality,,,Koshi,Ilam,Ilam-2,63781,119475,,26.9,87.85
45,340605,Oma Bahadura Gurungg,Nepali Communist Party,2557.0,1172,M,False,सन्त बहादुर गुरुङ्ग,,,Ilam Phakphokthum rural municipality Metalung,,,Koshi,Ilam,Ilam-2,63781,119475,,26.9,87.85
46,341060,Pavitra Limbu Tumvangaphe,Rastriya Janamukti Party,2605.0,851,F,False,गणेश बहादुर तुम्वाङफे,,,Ilam Mangsebung Rural Municipality Tenggobung,लाख बहादुर लाबुङ,,Koshi,Ilam,Ilam-2,63781,119475,,26.9,87.85
47,339849,Divasa Raee,Rastriya Paribartan Party,2568.0,751,M,False,नारायण  राई,,,Ilam Mangsebung Rural Municipality,,,Koshi,Ilam,Ilam-2,63781,119475,,26.9,87.85
48,339583,Shyama Bahadura Limvu,Mongol National Organization,2511.0,704,M,False,याम बहादुर लिम्वु,,,Jhapa Mechinagar Municipality Hattisude,,,Koshi,Ilam,Ilam-2,63781,119475,,26.9,87.85
49,339478,Ganesha Prasada Dulal,Rastriya Prajatantra Party,2604.0,352,M,False,पदम लाल दुलाल,,,Ilam Deumai Municipality,गंगा  दुलाल,,Koshi,Ilam,Ilam-2,63781,119475,,26.9,87.85
50,341301,Sadara Sin Lingadena (limbu),Sanghiya Loktantrik Rastriya Manch,2550.0,254,M,False,जस बहादुर लिङदेन (लिम्बु),,,Ilam Mai Municipality,ललिता  लिङदेन (लिम्बु),,Koshi,Ilam,Ilam-2,63781,119475,,26.9,87.85
51,340147,Bala Bahadura Aangadembe,Janata Samajbadi Party (Ekal Chunab Chinha),2531.0,165,M,False,खड्‍ग बहादुर आङदेम्बे,,,Ilam Mai Municipality,सन्च माया आङदेम्बे,,Koshi,Ilam,Ilam-2,63781,119475,,26.9,87.85
52,340003,Homa Prasada Khativada,Nepal Communist Party (Maoist),2526.0,153,M,False,शिव लाल खतिवडा,,,Ilam Deumai Municipality Majhuwa,मञ्जु कला खतिवडा,,Koshi,Ilam,Ilam-2,63781,119475,,26.9,87.85
53,339431,Yama Vahadura Limbu,Nepal Janamukti Party,2529.0,60,M,False,कर्ण वहादुर लिम्बु,,,Ilam Mai Municipality Phul Wari,सुक माया लिम्बु,,Koshi,Ilam,Ilam-2,63781,119475,,26.9,87.85
54,340889,Daka Prasada Gautam,Swatantra,,29,M,False,मधुसुदन  गौतम,,,Ilam Ilam Municipality Kuldhara,हिमकला  शर्मा,,Koshi,Ilam,Ilam-2,63781,119475,,26.9,87.85
55,339485,Nisha Dangi,Rastriya Swatantra Party,2528.0,45680,F,True,Bhim Bahadur Dangi,स्नातकोत्तर,TU,Jhapa,,"पूर्व पत्रकार
पूर्व प्रतिनिधि सभा संसद",Koshi,Jhapa,Jhapa-1,78291,130993,Master's Degree,26.6333,88.0833
56,340934,Keshav Raj Pandey,Nepali Congress,2583.0,10550,M,False,सत्यनारायण  पाण्डे,स्नातक,TU,Jhapa Mechinagar Municipality Satighatta,हिरा देवी वजगाई,"पार्टीमा (ने.का) विभिन्‍न तहमा बसी काम गरेको।
विभिन्‍न संघ संस्थाको नेतृत्व गरेको।",Koshi,Jhapa,Jhapa-1,78291,130993,Bachelor's Degree,26.6333,88.0833
57,339617,Kevalram Rai,Shram Sanskriti Party,2501.0,10004,M,False,बलविर  राई,slc,ज्ञानोदय शिक्षा निकेदन धुलाबारी झापा,Jhapa Mechinagar Municipality Bhanu,सुकुडोमा  तामाङ्ग (राई),"समाजसेवी
कृषि बंगुर पालन 10 बर्षे अनुभव
विभिन्न संस्थामा अध्‍यक्ष भई काम गरेको",Koshi,Jhapa,Jhapa-1,78291,130993,Secondary Education (Grade 9-10 / SLC / SEE),26.6333,88.0833
58,340001,Ramchandra Upreti,Nepal Communist Party (Ekikrit Marxbadi Leninbadi),2598.0,7659,M,False,Trilochan Upreti,कक्षा 12,काँकरभिट्टा मा.वि. झापा,Jhapa,Laxmi Upreti,अध्‍यक्ष नेपाल बहुउद्देश्‍यीय सहकारी संस्था लि. झापा,Koshi,Jhapa,Jhapa-1,78291,130993,Higher Secondary / Intermediate (10+2 / PCL),26.6333,88.0833
59,339749,Hemraj Karki,Rastriya Prajatantra Party,2604.0,1612,M,False,Dil Bahadur Karki,स्नातकोत्तर,TU,Jhapa,Saraswati Karki,"प्राध्‍यापक त्रि.वि
परराष्ट्र ममिला अध्‍ययन प्रतिष्ठान, उपनिर्देशक (2072-73)",Koshi,Jhapa,Jhapa-1,78291,130993,Master's Degree,26.6333,88.0833
60,339463,Santosh Tamang,Mongol National Organization,2511.0,971,M,False,Durga Bahadur Tamang,स्नातक,"मेची बहुमुखी क्याम्पस, भद्रपुर झापा",Jhapa,,"स्वास्थ्‍य कर्मी, औषधी व्यवसायी",Koshi,Jhapa,Jhapa-1,78291,130993,Bachelor's Degree,26.6333,88.0833
61,340297,Ashesh Ghimire,Nepali Communist Party,2557.0,922,M,False,Bhaskar Ghimire,स्नातकोत्तर,TU,Jhapa,,"संगठन
इन्जिनियरिङ",Koshi,Jhapa,Jhapa-1,78291,130993,Master's Degree,26.6333,88.0833
62,340402,Naresh Kumar Lawati,Ujyalo Nepal Party,2566.0,485,M,False,जित बहादुर लावती,SLC ,श्री जन विकास मा.वि. विराटनगर मोरङ,Jhapa Mechinagar Municipality Manghim,साधना  लिम्बु लावती,"सामाजिक क्रियाकलापमा लामो समय काम गरेको।
खेलकुद विभाग तर्फ धेरै योगदान",Koshi,Jhapa,Jhapa-1,78291,130993,Secondary Education (Grade 9-10 / SLC / SEE),26.6333,88.0833
63,341655,Olin Rajbanshi,Nepal Sadbhawana Party,2555.0,109,M,False,सुरेस  राजवंशी,,,Jhapa Mechinagar Municipality Chaudharywadi,सुमित्रा  राजवंशी,,Koshi,Jhapa,Jhapa-1,78291,130993,,26.6333,88.0833
64,340653,Man Bahadur Sawa (Limbu),Sanghiya Loktantrik Rastriya Manch,2550.0,99,M,False,राम बहादुर साँवा(लिम्बु),कक्षा 10 पास,,Jhapa Buddhashanti rural municipality Guransbasti,देशिमाया  लिम्बु,"नवज्योति वन उपभोक्ता समुह शान्तिनगर 4-2 अध्यक्ष 
गणेश मा.वि.बुद्धशान्ति-4  व्यवस्थापन समिति अध्यक्ष 
बर्ने स्किम खानेपानी बुद्धशान्ति -4 सल्लाहकार",Koshi,Jhapa,Jhapa-1,78291,130993,Secondary Education (Grade 9-10 / SLC / SEE),26.6333,88.0833
65,339865,Durga Prasad Sawa Limbu,Swatantra,,84,M,False,अम्वर बहादुर लिम्वु,+ 2,श्री सरस्वती मा.वि. हाङपाङ ताप्लेजुङ,Panchthar Hillihang Rural Municipality Amarpur,लिला माया हेम्व्या,...,Koshi,Jhapa,Jhapa-1,78291,130993,Higher Secondary / Intermediate (10+2 / PCL),26.6333,88.0833
66,341776,Rama Meche,"Janata Samajbadi Party, Nepal",2542.0,43,F,False,Balin Rajbanshi,साधारण,श्री शहिद दशरथचन्द्र मा.वि. चारआली झँपा,Jhapa,Budhalal Meche,,Koshi,Jhapa,Jhapa-1,78291,130993,Literate / Non-Formal,26.6333,88.0833
67,340123,Ganesh Kumar Kharel,Swatantra,,33,M,False,Punya Prasad Kharel,SLC पास,काँकरभिट्टा मा.वि.,Jhapa,Jayanti Kharel,"देवकोटा पार्क व्यवस्थापन समिति अध्‍यक्ष - 6 बर्ष
श्री सुरेन्द्रगरन/घैलाडुब्‍बा मन्दिर संरक्षण समिति अध्‍यक्ष - 2 बर्ष
मेचीनगर -8 मेलमिलापकर्ता
पूर्व विद्यार्थी समाज काँकरभिट्टा मा.वि. सचिव- वर्तमान",Koshi,Jhapa,Jhapa-1,78291,130993,Secondary Education (Grade 9-10 / SLC / SEE),26.6333,88.0833
68,340077,Hiranya Prasad Bhattarai,Nepal Majdur Kisan Party,2578.0,23,M,False,Ramakanta Upadhyaya Bhattarai,SLC (पूर्व मध्‍यमा),"नेपाली संस्कृत विद्यालय बनारस, भारत",Sarlahi,,"कृषि,
प्राथमिक विद्यालयमा संस्थापक अध्‍यक्ष भई काम गरेको। ",Koshi,Jhapa,Jhapa-1,78291,130993,,26.6333,88.0833
69,340268,Khandru Karuwa,Nepal Janamukti Party,2529.0,17,M,False,Labu Kuruwa,साधारण,,Jhapa,Theri Kuruwa,मजदुर नेतृत्‍व,Koshi,Jhapa,Jhapa-1,78291,130993,Literate / Non-Formal,26.6333,88.0833
70,339380,Indira Rana Magar,Rastriya Swatantra Party,2528.0,60110,F,True,Pratap Singh Ranamagar,आई कम ,त्रिभुवन युनिभरसिटि,Jhapa,,"बालबालिका तथा महिला शसक्तिकरण कार्यमा बन्दि सहायता नेपाल मार्फत ३औ वर्ष काम गरेको
१ कार्यकाल प्रतिनिधि उपसभामुख जिम्मेवारी बहन गरेको",Koshi,Jhapa,Jhapa-2,91323,147499,Higher Secondary / Intermediate (10+2 / PCL),26.6167,88.0
71,339775,Dev Raj Ghimire,Nepal Communist Party (Ekikrit Marxbadi Leninbadi),2598.0,11368,M,False,Padam Prasad Ghimire,प्रविणता प्रमाण पत्र,त्रिभुवन विश्वविध्यालय,Taplejung,Tika Devi Ghimire,"2031 सालबाट नेपाल कम्युनिष्ट पार्टिमा संलग्न भई काम गरेको
 राष्ट्रसभा सदस्य (2054-60) 
2079/08/04 मा प्रतिनिधि सभा सदस्य निर्वाचनमा झापा २ बाट निर्वाचित
2079/10/05 मा प्रतिनिधि सभाको सभामुखमा निर्वाचित",Koshi,Jhapa,Jhapa-2,91323,147499,Higher Secondary / Intermediate (10+2 / PCL),26.6167,88.0
72,339545,Keshav Kumar Bhandari,Shram Sanskriti Party,2501.0,7291,M,False,Tulsi Prasad Bhandari,स्नातक तह,मेची क्याम्पस भद्रपुर,Jhapa,,"कम्प्यूटर टेक्निसियन
ड्राइभिङ्ग",Koshi,Jhapa,Jhapa-2,91323,147499,Bachelor's Degree,26.6167,88.0
73,340352,Sarita Prasai,Nepali Congress,2583.0,5616,F,False,Birendra Prasad Prasai,वि ए,मेची बहुमुखी क्याम्पस भद्रपुर झापा,Jhapa,,"नेपाली विद्यार्थि संघ तरुण दलको केन्द्रिय सदस्य
नेपाली काङ्गेसको केन्द्रिय सदस्य
संविधान सभा सदस्य, राष्ट्र सभा सदस्य
प्रतिनिधि सभा सदस्य",Koshi,Jhapa,Jhapa-2,91323,147499,Bachelor's Degree,26.6167,88.0
74,339568,Bhadra Prasad Nepal,Rastriya Prajatantra Party,2604.0,3966,M,False,Lila Dhar Nepal,एम ए एमसीजे विद्यावारिधिरत,त्रि वि / पूर्वाञ्चल विश्वविद्यालय/ लुम्बिनि अन्तराष्ट्रिय विश्वविद्यालय,Jhapa,Radhika Chamlagain,"पत्रकारिता
वकालत
शिक्षण/ प्रध्यापन
",Koshi,Jhapa,Jhapa-2,91323,147499,Doctorate / PhD,26.6167,88.0
75,340124,Dharmashila Chapagai,Nepali Communist Party,2557.0,1115,F,False,डिल्ली प्रसाद चापागाई,स्नातक तह,त्रिभुवन विश्वविद्यालय,Jhapa Arjundhara Municipality Sisne,शंखर  घिमिरे,"2048 सालदेखि 2051 साल सम्म मजदुरहरुको हितमा काम गरेको। 
गाँउमा रहेर स्वास्थ्यको लागि खेल भन्दै जुडो खेलको प्रशिक्षण दिएको
संविधान सभा सदस्य भई संघिय लोकतान्त्रिक अभ्यास गर्दै संविधान निर्माण गरेको
 स्वास्थ्य राज्य मन्त्रि भई स्वास्थ्यमा नितिगत परिवर्तन गरी काम गरेबो",Koshi,Jhapa,Jhapa-2,91323,147499,Bachelor's Degree,26.6167,88.0
76,340596,Chuda Karn Begha,Ujyalo Nepal Party,2566.0,560,M,False,सहर  ध्वज बेघा,वि ए,इन्डोर विश्वविद्यालय भारत,Jhapa Virtamod Municipality,रमला  बेघा,,Koshi,Jhapa,Jhapa-2,91323,147499,Bachelor's Degree,26.6167,88.0
77,341141,Ramesh Kumar Rajbanshi,Janamat Party,2585.0,380,M,False,शंखलाल  राजवंशी,+2,घैलाडुब्बा आदर्श विद्या मन्दिर मा वि ,Jhapa Kankai Municipality Nayadeuniawari,चन्द्रमाया  राजवंशी,,Koshi,Jhapa,Jhapa-2,91323,147499,Higher Secondary / Intermediate (10+2 / PCL),26.6167,88.0
78,339645,Yuvraj Sangroula,Swatantra,,305,M,False,कृष्ण प्रसाद संग्रौला,विद्यावारिधी देल्लि विश्वविद्यालय 2007,देल्हि विश्वविद्यालय कानुन संकाय,Bhaktapur Suryavinayak Municipal Water Tank,गीता  पाठक (संग्रौला),"2043-2046 साल सम्म त्रि वि पृथ्वीनारायण क्याम्पस पोखरा र त्यसपछि 2057 साल सम्म त्री वी कानुन संकाय काठमाण्डौ उपप्रध्यापक, काठमाण्डौ स्कुल अफ ल मा 2059 देखि 2082/04/01 सम्म 2068 साल नेपाल साज्यको महान्यायधिवक्ता आठ महिना विभीन्न निकायमा परामर्शदाता तथा समिति सदस्य",Koshi,Jhapa,Jhapa-2,91323,147499,Doctorate / PhD,26.6167,88.0
79,339400,Akal Bahadur Tamang,Mongol National Organization,2511.0,148,M,False,Man Bahadur Tamang,माध्यामिक तह,,Jhapa,Premkala Tamang,,Koshi,Jhapa,Jhapa-2,91323,147499,Secondary Education (Grade 9-10 / SLC / SEE),26.6167,88.0
80,340434,Til Bahadur Rai,Janata Samajbadi Party (Ekal Chunab Chinha),2531.0,99,M,False,Jagat Bahadur Rai,+ 2,मनकामना हायर सेकेन्डरी स्कुल,Jhapa,,"संविधान सभा निर्वाचन 2070 समानुपातिक उम्मेदवार
स्थानिय निर्वाचन उम्मेदवार
प्रदेश सभा निर्वाचन",Koshi,Jhapa,Jhapa-2,91323,147499,Higher Secondary / Intermediate (10+2 / PCL),26.6167,88.0
81,340650,Arjun Kumar Pandey,Nepal Communist Party (Maoist),2526.0,98,M,False,टिका राम पाण्डे,बि ए ,मेची बहुमुखी क्याम्पस भद्रपुर झापा,Jhapa Buddhashanti Rural Municipality Jaipur,धन कुमारी पाण्डे,"सभापति स्ववियू मेची बहुमुखी क्याम्पस भद्रपुर
उपाध्यक्ष साविक बुधबारे गा वि स",Koshi,Jhapa,Jhapa-2,91323,147499,Bachelor's Degree,26.6167,88.0
